tipo de grafico	columnas apiladas		
titulo grafico	Gastos del Parque Nacional de las Islas Atlánticas de Galicia		
titulo eje x	Gasto total  [Datos no disponibles: Áreas de influencia (2012)]		
titulo eje y	Euros		
categorias	2010	2011	2012
Personal	1102569.53	1177908.4	1177908.4
Áreas de influencia	239039.13	239039.13	null
Mantenimiento y vigilancia	685000	769505.06	665355.06
Inversiones en el medio natural	2184359.85	2255449.56	1807631.83
